Player,Team,S/C,Pos,DOB,"Birth City",S/P,Ctry,Ntnlty,Ht,Wt,"Draft Yr",Round,Overall,"1st Season",HOF,GP,G,A,P
"Jay Pandolfo",--,L,L,1974-12-27,Winchester,MA,USA,USA,73,190,1993,2,32,19961997,N,132,5,7,12
"Richard Panik",WSH,L,R,1991-02-07,Martin,--,SVK,SVK,74,202,2009,2,52,20122013,N,410,75,84,159
"Cedric Paquette",TBL,L,C,1993-08-13,Gaspe,QC,CAN,CAN,73,204,2012,4,101,20132014,N,316,40,27,67
"Colton Parayko",STL,R,D,1993-05-12,"St. Albert",AB,CAN,CAN,78,230,2012,3,86,20152016,N,322,29,102,131
"Adam Pardy",--,L,D,1984-03-29,Bonavista,NL,CAN,CAN,76,227,2004,6,173,20082009,N,282,3,39,42
"Ryan Parent",--,L,D,1987-03-17,"Prince Albert",SK,CAN,CAN,75,198,2005,1,18,20062007,N,52,1,2,3
"PA Parenteau",--,R,R,1983-03-24,Hull,QC,CAN,CAN,72,200,2001,9,264,20062007,N,486,114,181,295
"Zach Parise",MIN,L,L,1984-07-28,Minneapolis,MN,USA,USA,71,195,2003,1,17,20052006,N,620,239,254,493
"Richard Park",--,R,R,1976-05-27,Seoul,--,KOR,USA,71,190,1994,2,50,19941995,N,135,16,29,45
"Mark Parrish",--,R,R,1977-02-02,Bloomington,MN,USA,USA,71,199,1996,3,79,19981999,N,18,0,2,2
"George Parros",--,R,R,1979-12-29,Washington,PA,USA,USA,77,224,1999,8,222,20052006,N,242,9,6,15
"Scott Parse",--,R,L,1984-09-05,Portage,MI,USA,USA,71,189,2004,6,174,20092010,N,73,14,16,30
"David Pastrnak",BOS,R,R,1996-05-25,Havirov,--,CZE,CZE,72,194,2014,1,25,20142015,N,320,132,152,284
"Greg Pateryn",MIN,R,D,1990-06-20,"Sterling Heights",MI,USA,USA,75,220,2008,5,128,20122013,N,247,4,32,36
"Nolan Patrick",PHI,R,C,1998-09-19,Winnipeg,MB,CAN,CAN,74,198,2017,1,2,20172018,N,145,26,35,61
"Nick Paul",OTT,L,L,1995-03-20,Mississauga,ON,CAN,CAN,75,219,2013,4,101,20152016,N,56,4,4,8
"Joe Pavelski",DAL,R,C,1984-07-11,Plover,WI,USA,USA,71,195,2003,7,205,20062007,N,755,297,337,634
"Adam Payerl",--,R,C,1991-03-04,Kitchener,ON,CAN,CAN,75,218,--,--,--,20132014,N,2,0,0,0
"Tanner Pearson",VAN,L,L,1992-08-10,Kitchener,ON,CAN,CAN,73,201,2012,1,30,20132014,N,388,87,83,170
"Matthew Peca",OTT,L,C,1993-04-27,Petawawa,ON,CAN,CAN,69,182,2011,7,201,20162017,N,59,6,11,17
"Theo Peckham",--,L,D,1987-11-10,"Richmond Hill",ON,CAN,CAN,74,246,2006,3,75,20072008,N,144,4,13,17
"Andrey Pedan",PIT,L,D,1993-07-03,Kaunas,--,LTU,LTU,77,213,2011,3,63,20152016,N,13,0,0,0
"Adam Pelech",NYI,L,D,1994-08-16,Toronto,ON,CAN,CAN,75,218,2012,3,65,20152016,N,209,11,41,52
"Matt Pelech",--,R,R,1987-09-04,Toronto,ON,CAN,CAN,76,230,2005,1,26,20082009,N,8,1,0,1
"Pascal Pelletier",--,L,L,1983-06-16,"Labrador City",NL,CAN,CAN,71,191,--,--,--,20072008,N,3,0,0,0
"Rod Pelley",--,L,C,1984-09-01,Kitimat,BC,CAN,CAN,72,205,--,--,--,20062007,N,189,7,16,23
"Derek Peltier",--,L,D,1985-03-14,Plymouth,MN,USA,USA,71,190,2004,6,184,20082009,N,3,0,0,0
"Anthony Peluso",--,R,R,1989-04-18,"North York",ON,CAN,CAN,75,225,2007,6,160,20122013,N,148,4,10,14
"Dustin Penner",--,L,R,1982-09-28,Winkler,MB,CAN,CAN,76,247,--,--,--,20052006,N,328,78,96,174
"Jeff Penner",--,R,D,1987-04-13,Steinbach,MB,CAN,CAN,70,183,--,--,--,20092010,N,2,0,0,0
"Stuart Percy",--,L,D,1993-05-18,Oakville,ON,CAN,CAN,73,187,2011,1,25,20142015,N,12,0,3,3
"Brendan Perlini",DET,L,L,1996-04-27,Guildford,--,GBR,GBR,75,211,2014,1,12,20162017,N,199,45,27,72
"Joel Perrault",--,R,C,1983-04-06,Montreal,QC,CAN,CAN,74,212,2001,5,137,20052006,N,9,1,0,1
"Mathieu Perreault",WPG,L,L,1988-01-05,Drummondville,QC,CAN,CAN,70,188,2006,6,177,20092010,N,578,123,186,309
"David Perron",STL,R,L,1988-05-28,Sherbrooke,QC,CAN,CAN,72,200,2007,1,26,20072008,N,636,170,243,413
"Corey Perry",DAL,R,R,1985-05-16,Peterborough,ON,CAN,CAN,75,205,2003,1,28,20052006,N,702,281,300,581
"John Persson",--,L,L,1992-05-18,Ostersund,--,SWE,SWE,75,222,2011,5,125,20132014,N,10,1,0,1
"Brett Pesce",CAR,R,D,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,3,66,20152016,N,289,16,68,84
"Harri Pesonen",--,L,C,1988-08-06,Muurame,--,FIN,FIN,72,195,--,--,--,20122013,N,4,0,0,0
"Nic Petan",TOR,L,C,1995-03-22,Delta,BC,CAN,CAN,69,175,2013,2,43,20152016,N,113,6,18,24
"Andrew Peters",--,L,L,1980-05-05,"St. Catharines",ON,CAN,CAN,76,240,1998,2,34,20032004,N,29,0,0,0
"Warren Peters",--,L,C,1982-07-10,Saskatoon,SK,CAN,CAN,72,195,--,--,--,20082009,N,80,3,4,7
"Toby Petersen",--,L,C,1978-10-27,Minneapolis,MN,USA,USA,70,195,1998,9,244,20002001,N,178,13,13,26
"Andre Petersson",--,R,R,1990-09-11,Olofstrom,--,SWE,SWE,69,175,2008,4,109,20112012,N,1,0,0,0
"Richard Petiot",--,L,D,1982-08-20,Daysland,AB,CAN,CAN,75,215,2001,4,116,20052006,N,2,0,0,0
"Nick Petrecki",--,L,D,1989-07-11,Schenectady,NY,USA,USA,75,230,2007,1,28,20122013,N,1,0,0,0
"Lennart Petrell",--,L,L,1984-04-13,Helsinki,--,FIN,FIN,75,215,2004,6,190,20112012,N,95,7,11,18
"Alexander Petrovic",BOS,R,D,1992-03-03,Edmonton,AB,CAN,CAN,76,216,2010,2,36,20122013,N,263,5,45,50
"Jeff Petry",MTL,R,D,1987-12-09,"Ann Arbor",MI,USA,USA,75,201,2006,2,45,20102011,N,609,58,155,213
"Elias Pettersson",VAN,L,C,1998-11-12,Sundsvall,--,SWE,SWE,74,176,2017,1,5,20182019,N,71,28,38,66
"Marcus Pettersson",PIT,L,D,1996-05-08,Skellefteå,--,SWE,SWE,75,177,2014,2,38,20172018,N,106,3,26,29
"Matt Pettinger",--,L,L,1980-10-22,Edmonton,AB,CAN,CAN,73,205,2000,2,43,20002001,N,9,1,2,3
"Rich Peverley",--,R,C,1982-07-08,Kingston,ON,CAN,CAN,71,195,--,--,--,20062007,N,330,64,122,186
"Dion Phaneuf",--,L,D,1985-04-10,Edmonton,AB,CAN,CAN,76,222,2003,1,9,20052006,N,725,72,216,288
"Chris Phillips",--,L,D,1978-03-09,Calgary,AB,CAN,CAN,75,219,1996,1,1,19971998,N,398,20,64,84
"Alexandre Picard",--,L,D,1985-07-05,Gatineau,QC,CAN,CAN,75,215,2003,3,85,20052006,N,114,7,20,27
"Alexandre Picard",--,L,L,1985-10-09,"Les Saules",QC,CAN,CAN,74,206,2004,1,8,20052006,N,9,0,0,0
"Blake Pietila",ANA,L,L,1993-02-20,Milford,MI,USA,USA,71,200,2011,5,129,20152016,N,38,1,3,4
"Alex Pietrangelo",STL,R,D,1990-01-18,"King City",ON,CAN,CAN,75,210,2008,1,4,20082009,N,680,93,304,397
"Ilkka Pikkarainen",--,R,R,1981-04-19,Sonkajärvi,--,FIN,FIN,74,215,2002,7,218,20092010,N,31,1,3,4
"Lawrence Pilut",BUF,L,D,1995-12-30,Tingsryd,--,SWE,SWE,71,194,--,--,--,20182019,N,33,1,5,6
"Steven Pinizzotto",--,R,R,1984-04-26,Mississauga,ON,CAN,CAN,73,205,--,--,--,20122013,N,36,2,4,6
"Neal Pionk",WPG,R,D,1995-07-29,Omaha,NE,USA,USA,72,186,--,--,--,20172018,N,101,7,33,40
"Brandon Pirri",VGK,L,C,1991-04-10,Toronto,ON,CAN,CAN,73,180,2009,2,59,20102011,N,259,72,47,119
"Fernando Pisani",--,L,R,1976-12-27,Edmonton,AB,CAN,CAN,73,205,1996,8,195,20022003,N,100,11,13,24
"Joe Piskula",--,L,D,1984-07-05,Antigo,WI,USA,USA,75,205,--,--,--,20062007,N,8,0,0,0
"Joni Pitkanen",--,L,D,1983-09-19,Oulu,--,FIN,FIN,75,220,2002,1,4,20032004,N,195,17,90,107
"Rem Pitlick",NSH,L,C,1997-04-02,Ottawa,ON,CAN,CAN,71,196,2016,3,76,20182019,N,1,0,0,0
"Tyler Pitlick",PHI,R,C,1991-11-01,Minneapolis,MN,USA,USA,74,200,2010,2,31,20132014,N,185,33,20,53
"Alex Plante",--,R,D,1989-05-09,Brandon,MB,CAN,CAN,76,230,2007,1,15,20092010,N,10,0,2,2
"Tomas Plekanec",--,L,C,1982-10-31,Kladno,--,CZE,CZE,71,190,2001,3,71,20032004,N,690,155,269,424
"Sergei Plotnikov",--,L,L,1990-06-03,Komsomolsk,--,RUS,RUS,74,202,--,--,--,20152016,N,45,0,3,3
"Ryan Poehling",MTL,L,C,1999-01-03,Lakeville,MN,USA,USA,74,204,2017,1,25,20182019,N,1,3,0,3
"Brayden Point",TBL,R,C,1996-03-13,Calgary,AB,CAN,CAN,70,166,2014,3,79,20162017,N,229,91,107,198
"Emile Poirier",--,L,L,1994-12-14,Montreal,QC,CAN,CAN,74,196,2013,1,22,20142015,N,8,0,1,1
"Roman Polak",DAL,R,D,1986-04-28,Ostrava,--,CZE,CZE,74,240,2004,6,180,20062007,N,671,25,95,120
"Jason Pominville",--,R,R,1982-11-30,Repentigny,QC,CAN,CAN,71,180,2001,2,55,20032004,N,756,194,289,483
"Alexei Ponikarovsky",--,L,L,1980-04-09,Kiev,--,UKR,UKR,76,225,1998,4,87,20002001,N,262,44,63,107
"Tucker Poolman",WPG,R,D,1993-06-08,Dubuque,IA,USA,USA,74,199,2013,5,127,20172018,N,24,1,1,2
"Mark Popovic",--,L,D,1982-10-11,"Stoney Creek",ON,CAN,CAN,73,205,2001,2,35,20032004,N,37,2,2,4
"Chris Porter",--,L,L,1984-05-29,Toronto,ON,CAN,CAN,73,206,2003,9,282,20082009,N,228,14,18,32
"Kevin Porter",--,L,C,1986-03-12,Detroit,MI,USA,USA,72,190,2004,4,119,20082009,N,215,24,24,48
"Paul Postma",--,R,D,1989-02-22,"Red Deer",AB,CAN,CAN,75,195,2007,7,205,20102011,N,205,10,25,35
"Brian Pothier",--,L,D,1977-04-15,"New Bedford",MA,USA,USA,72,204,--,--,--,20002001,N,61,5,10,15
"Tom Poti",--,L,D,1977-03-22,Worcester,MA,USA,USA,75,190,1996,3,59,19981999,N,107,6,27,33
"Corey Potter",--,R,D,1984-01-05,Lansing,MI,USA,USA,75,204,2003,4,122,20082009,N,125,7,23,30
"Ryan Potulny",--,L,C,1984-09-05,"Grand Forks",ND,USA,USA,72,182,2003,3,87,20052006,N,74,15,17,32
"Andrew Poturalski",ANA,R,C,1994-01-14,Williamsville,NY,USA,USA,70,183,--,--,--,20162017,N,2,0,0,0
"Benoit Pouliot",--,L,L,1986-09-29,Alfred,ON,CAN,CAN,75,200,2005,1,4,20062007,N,574,123,126,249
"Derrick Pouliot",STL,L,D,1994-01-16,Estevan,SK,CAN,CAN,72,196,2012,1,8,20142015,N,200,8,40,48
"Marc-Antoine Pouliot",--,R,C,1985-05-22,Quebec,QC,CAN,CAN,74,203,2003,1,22,20052006,N,51,7,11,18
"Darroll Powe",--,L,C,1985-06-22,Saskatoon,SK,CAN,CAN,71,212,--,--,--,20082009,N,269,22,23,45
"Tom Preissing",--,R,D,1978-12-03,"Arlington Heights",IL,USA,USA,72,197,--,--,--,20032004,N,4,0,1,1
"Wayne Primeau",--,L,C,1976-06-04,Scarborough,ON,CAN,CAN,76,225,1994,1,17,19941995,N,59,3,5,8
"Shane Prince",--,L,L,1992-11-16,Rochester,NY,USA,USA,71,193,2011,2,61,20142015,N,128,12,26,38
"Chris Pronger",--,L,D,1974-10-10,Dryden,ON,CAN,CAN,78,220,1993,1,2,19931994,Y,145,15,77,92
"Vinny Prospal",--,L,L,1975-02-17,"Ceské Budejovice",--,CZE,CZE,74,191,1993,3,71,19961997,N,234,57,109,166
"Nate Prosser",PHI,R,D,1986-05-07,"Elk River",MN,USA,USA,74,201,--,--,--,20092010,N,354,10,37,47
"Dalton Prout",SJS,R,D,1990-03-13,Kingsville,ON,CAN,CAN,75,215,2010,6,154,20112012,N,262,7,31,38
"Ivan Provorov",PHI,L,D,1997-01-13,Yaroslavl,--,RUS,RUS,73,201,2015,1,7,20162017,N,246,30,67,97
"Petr Prucha",--,R,R,1982-09-14,Chrudim,--,CZE,CZE,72,175,2002,8,240,20052006,N,90,13,10,23
"Brandon Prust",--,L,L,1984-03-16,London,ON,CAN,CAN,72,195,2004,3,70,20062007,N,440,39,73,112
"Matt Puempel",DET,L,L,1993-01-24,Windsor,ON,CAN,CAN,73,201,2011,1,24,20142015,N,87,11,5,16
"Jesse Puljujarvi",EDM,R,R,1998-05-07,Alvkarleby,--,SWE,FIN,76,201,2016,1,4,20162017,N,139,17,20,37
"Teemu Pulkkinen",--,R,L,1992-01-02,Vantaa,--,FIN,FIN,70,185,2010,4,111,20132014,N,83,13,9,22
"Ryan Pulock",NYI,R,D,1994-10-06,Dauphin,MB,CAN,CAN,74,217,2013,1,15,20152016,N,166,21,52,73
"Teddy Purcell",--,R,L,1985-09-08,"St. John's",NL,CAN,CAN,74,195,--,--,--,20072008,N,521,96,192,288
"Taylor Pyatt",--,L,L,1981-08-19,"Thunder Bay",ON,CAN,CAN,76,230,1999,1,8,20002001,N,327,49,40,89
"Tom Pyatt",--,L,L,1987-02-14,"Thunder Bay",ON,CAN,CAN,71,185,2005,4,107,20092010,N,445,43,58,101
"Mika Pyorala",--,L,C,1981-07-13,Oulu,--,FIN,FIN,72,190,--,--,--,20092010,N,36,2,2,4
"Mark Pysyk",FLA,R,D,1992-01-11,"Sherwood Park",AB,CAN,CAN,73,196,2010,1,23,20122013,N,359,13,57,70
"John Quenneville",CHI,L,C,1996-04-16,Edmonton,AB,CAN,CAN,73,195,2014,1,30,20162017,N,33,2,3,5
"Kyle Quincey",--,L,D,1985-08-12,Kitchener,ON,CAN,CAN,74,210,2003,4,132,20052006,N,501,31,88,119
"Alan Quine",CGY,L,C,1993-02-25,Belleville,ON,CAN,CAN,72,203,2013,6,166,20152016,N,97,9,18,27
"Jonathan Racine",--,L,D,1993-05-28,Montreal,QC,CAN,CAN,74,194,2011,3,87,20132014,N,1,0,0,0
"Lukas Radil",SJS,R,C,1990-08-05,Caslav,--,CZE,CZE,76,205,--,--,--,20182019,N,36,7,4,11
"Alexander Radulov",DAL,L,R,1986-07-05,"Nizhny Tagil",--,RUS,RUS,73,205,2004,1,15,20062007,N,237,77,128,205
"Brian Rafalski",--,R,D,1973-09-28,Dearborn,MI,USA,USA,70,194,--,--,--,19992000,N,141,12,78,90
"Brogan Rafferty",VAN,R,D,1995-05-28,"West Dundee",IL,USA,USA,72,195,--,--,--,20182019,N,2,0,0,0
"Michael Raffl",PHI,L,L,1988-12-01,Villach,--,AUT,AUT,72,200,--,--,--,20132014,N,412,70,62,132
"Rickard Rakell",ANA,R,L,1993-05-05,Sundbyberg,--,SWE,SWE,72,196,2011,1,30,20122013,N,382,114,127,241
"Rhett Rakhshani",--,R,R,1988-03-06,Orange,CA,USA,USA,70,182,2006,4,100,20102011,N,7,0,0,0
"Greg Rallo",--,R,C,1981-08-26,Gurnee,IL,USA,USA,72,195,--,--,--,20112012,N,11,1,0,1
"John Ramage",--,R,D,1991-02-07,Mississauga,ON,CAN,CAN,72,190,2010,4,103,20142015,N,2,0,0,0
"Tyler Randell",--,R,R,1991-06-15,Scarborough,ON,CAN,CAN,73,198,2009,6,175,20152016,N,27,6,0,6
"Brendan Ranford",--,L,L,1992-05-03,Edmonton,AB,CAN,CAN,70,205,2010,7,209,20142015,N,1,0,0,0
"Paul Ranger",--,L,D,1984-09-12,Whitby,ON,CAN,CAN,75,210,2002,6,183,20052006,N,61,7,9,16
"Mikko Rantanen",COL,L,R,1996-10-29,Nousiainen,--,FIN,FIN,76,215,2015,1,10,20152016,N,239,80,129,209
"Joonas Rask",--,R,C,1990-03-24,Savonlinna,--,FIN,FIN,71,168,2010,7,198,20122013,N,2,0,1,1
"Victor Rask",MIN,L,C,1993-03-01,Leksand,--,SWE,SWE,74,193,2011,2,42,20142015,N,362,65,101,166
"Dennis Rasmussen",--,L,C,1990-07-03,Vasteras,--,SWE,SWE,75,192,--,--,--,20152016,N,139,9,12,21
"Michael Rasmussen",DET,L,C,1999-04-17,Surrey,BC,CAN,CAN,78,229,2017,1,9,20182019,N,62,8,10,18
"Ty Rattie",--,R,R,1993-02-05,Calgary,AB,CAN,CAN,72,183,2011,2,32,20132014,N,99,13,17,30
"Chad Rau",--,R,C,1987-01-18,"Eden Prairie",MN,USA,USA,71,198,2005,7,228,20112012,N,9,2,0,2
"Kyle Rau",MIN,L,C,1992-10-24,"Eden Prairie",MN,USA,USA,68,176,2011,3,91,20152016,N,42,2,3,5
"Mason Raymond",--,L,L,1985-09-17,Cochrane,AB,CAN,CAN,73,179,2005,2,51,20072008,N,425,95,112,207
"Matt Read",--,R,R,1986-06-14,Ilderton,ON,CAN,CAN,70,188,--,--,--,20112012,N,449,88,100,188
"Marty Reasoner",--,L,C,1977-02-26,"Honeoye Falls",NY,USA,USA,73,197,1996,1,14,19981999,N,254,19,41,60
"Ryan Reaves",VGK,R,R,1987-01-20,Winnipeg,MB,CAN,CAN,74,225,2005,5,156,20102011,N,578,40,41,81
"Mark Recchi",--,L,R,1968-02-01,Kamloops,BC,CAN,CAN,70,195,1988,4,67,19881989,Y,162,32,59,91
"Joel Rechlicz",--,R,R,1987-06-14,Brookfield,WI,USA,USA,76,220,--,--,--,20082009,N,9,0,0,0
"Wade Redden",--,L,D,1977-06-12,Lloydminster,SK,CAN,CAN,74,205,1995,1,2,19961997,N,104,5,16,21
"Liam Reddox",--,L,L,1986-01-27,Whitby,ON,CAN,CAN,71,178,2004,4,112,20072008,N,53,1,11,12
"Zach Redmond",--,R,D,1988-07-26,"Traverse City",MI,USA,USA,74,212,2008,7,184,20122013,N,133,9,29,38
"Dylan Reese",--,R,D,1984-08-29,Pittsburgh,PA,USA,USA,73,205,2003,7,209,20092010,N,78,3,14,17
"Robyn Regehr",--,L,D,1980-04-19,Recife,--,BRA,CAN,75,222,1998,1,19,19992000,N,423,11,59,70
"Peter Regin",--,L,C,1986-04-16,Herning,--,DNK,DNK,74,190,2004,3,87,20082009,N,232,22,43,65
"Brent Regner",--,R,D,1989-05-17,Westlock,AB,CAN,CAN,71,189,2008,5,137,20152016,N,7,0,0,0
"Mike Reilly",OTT,L,D,1993-07-13,Chicago,IL,USA,USA,73,200,2011,4,98,20152016,N,160,7,30,37
"Griffin Reinhart",--,L,D,1994-01-24,"North Vancouver",BC,CAN,CAN,76,212,2012,1,4,20142015,N,37,0,2,2
"Max Reinhart",--,L,C,1992-02-04,"West Vancouver",BC,CAN,CAN,73,195,2010,3,64,20122013,N,23,1,4,5
"Sam Reinhart",BUF,R,C,1995-11-06,"West Vancouver",BC,CAN,CAN,73,194,2014,1,2,20142015,N,331,87,118,205
"Mitch Reinke",STL,R,D,1996-02-04,Stillwater,MN,USA,USA,71,181,--,--,--,20172018,N,1,0,0,0
"Steve Reinprecht",--,L,C,1976-05-07,Edmonton,AB,CAN,CAN,72,188,--,--,--,19992000,N,111,20,28,48
"Sheldon Rempal",LAK,R,R,1995-08-07,Calgary,AB,CAN,CAN,70,165,--,--,--,20182019,N,7,0,0,0
"Borna Rendulic",--,R,R,1992-03-25,Zagreb,--,HRV,HRV,74,200,--,--,--,20142015,N,15,1,1,2
"Dan Renouf",COL,L,D,1994-06-01,Pickering,ON,CAN,CAN,75,198,--,--,--,20162017,N,1,0,0,0
"Michal Repik",--,R,R,1988-12-31,Vlasim,--,CZE,CZE,70,180,2007,2,40,20082009,N,67,7,11,18
"Jonathan Rheault",--,R,R,1986-08-01,Arlington,TX,USA,USA,70,202,2006,5,145,20122013,N,5,0,0,0
"Mike Ribeiro",--,L,C,1980-02-10,Montreal,QC,CAN,CAN,72,179,1998,2,45,19992000,N,559,111,309,420
"Anthony Richard",NSH,L,C,1996-12-20,Trois-Rivieres,QC,CAN,CAN,70,163,2015,4,100,20182019,N,1,0,0,0
"Tanner Richard",TBL,L,C,1993-04-06,Markham,ON,CAN,CAN,72,192,2012,3,71,20162017,N,3,0,0,0
"Brad Richards",--,L,C,1980-05-02,"Murray Hbr.",PE,CAN,CAN,72,199,1998,3,64,20002001,N,506,130,254,384
"Mike Richards",--,L,C,1985-02-11,Kenora,ON,CAN,CAN,71,196,2003,1,24,20052006,N,459,102,164,266
"Brad Richardson",ARI,L,C,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,5,163,20052006,N,582,81,105,186
"Tobias Rieder",CGY,L,C,1993-01-10,Landshut,--,DEU,DEU,71,186,2011,4,114,20142015,N,379,55,73,128
"Morgan Rielly",TOR,L,D,1994-03-09,Vancouver,BC,CAN,CAN,73,219,2012,1,5,20132014,N,470,51,192,243
"Juuso Riikola",PIT,L,D,1993-11-09,Joensuu,--,FIN,FIN,72,189,--,--,--,20182019,N,37,2,3,5
"Zac Rinaldo",CGY,L,C,1990-06-15,Mississauga,ON,CAN,CAN,70,192,2008,6,178,20112012,N,351,15,22,37
"Rasmus Rissanen",--,L,D,1991-07-13,Kuopio,--,FIN,FIN,75,217,2009,6,177,20142015,N,6,0,0,0
"Patrick Rissmiller",--,L,L,1978-10-26,Belmont,MA,USA,USA,76,225,--,--,--,20032004,N,10,0,1,1
"Rasmus Ristolainen",BUF,R,D,1994-10-27,Turku,--,FIN,FIN,76,220,2013,1,8,20132014,N,424,36,158,194
"Brett Ritchie",BOS,R,R,1993-07-01,Orangeville,ON,CAN,CAN,76,220,2011,2,44,20142015,N,241,33,21,54
"Nick Ritchie",BOS,L,L,1995-12-05,Orangeville,ON,CAN,CAN,74,230,2014,1,10,20152016,N,246,35,55,90
"Mattias Ritola",--,L,C,1987-03-14,Borlange,--,SWE,SWE,72,192,2005,4,103,20072008,N,41,4,4,8
"Craig Rivet",--,R,D,1974-09-13,"North Bay",ON,CAN,CAN,74,207,1992,3,68,19941995,N,115,3,16,19
"Colby Robak",--,L,D,1990-04-24,Dauphin,MB,CAN,CAN,75,194,2008,2,46,20112012,N,47,0,4,4
"Stephane Robidas",--,R,D,1977-03-03,Sherbrooke,QC,CAN,CAN,71,190,1995,7,164,19992000,N,376,27,96,123
"Bobby Robins",--,R,R,1981-10-17,Rhinelander,WI,USA,USA,73,220,--,--,--,20142015,N,3,0,0,0
"Buddy Robinson",CGY,R,R,1991-09-30,Bellmawr,NJ,USA,USA,78,232,--,--,--,20152016,N,7,1,1,2
"Eric Robinson",CBJ,L,L,1995-06-14,Bellmawr,NJ,USA,USA,74,197,--,--,--,20172018,N,14,0,0,0
"Jack Rodewald",FLA,R,R,1994-02-14,Calgary,AB,CAN,CAN,74,189,--,--,--,20172018,N,10,0,0,0
"Anton Rodin",--,L,R,1990-11-21,Stockholm,--,SWE,SWE,72,186,2009,2,53,20162017,N,3,0,1,1
"Bryan Rodney",--,R,D,1984-04-22,London,ON,CAN,CAN,72,195,--,--,--,20082009,N,26,1,10,11
"Evan Rodrigues",PIT,R,C,1993-07-28,Toronto,ON,CAN,CAN,71,184,--,--,--,20152016,N,154,21,41,62
"Brian Rolston",--,L,R,1973-02-21,Flint,MI,USA,USA,74,215,1991,1,11,19941995,N,215,41,54,95
"Aaron Rome",--,L,D,1983-09-27,Nesbitt,MB,CAN,CAN,73,220,2002,4,104,20062007,N,200,5,20,25
"Kevin Rooney",NJD,L,C,1993-05-21,Canton,MA,USA,USA,74,190,--,--,--,20162017,N,46,6,4,10
"Jay Rosehill",--,L,L,1985-07-16,Olds,AB,CAN,CAN,75,215,2003,7,227,20092010,N,117,5,3,8
"Calle Rosen",TOR,L,D,1994-02-02,Vaxjo,--,SWE,SWE,73,186,--,--,--,20172018,N,8,1,1,2
"Jack Roslovic",WPG,R,C,1997-01-29,Columbus,OH,USA,USA,73,187,2015,1,25,20162017,N,109,14,24,38
"Jared Ross",--,L,C,1982-09-18,Huntsville,AL,USA,USA,70,175,--,--,--,20082009,N,3,0,0,0
"Antoine Roussel",VAN,L,L,1989-11-21,Roubaix,--,FRA,FRA,71,199,--,--,--,20122013,N,478,73,99,172
"Carter Rowney",ANA,R,C,1989-05-10,"Grande Prairie",AB,CAN,CAN,73,208,--,--,--,20162017,N,133,12,20,32
"Derek Roy",--,L,C,1983-05-04,Ottawa,ON,CAN,CAN,69,184,2001,2,32,20032004,N,384,81,164,245
"Kevin Roy",PIT,L,C,1993-05-20,"Greenfield Park",QC,CAN,CAN,69,172,2012,4,97,20172018,N,28,6,1,7
"Mathieu Roy",--,R,D,1983-08-10,"St. Georges",QC,CAN,CAN,74,210,2003,7,215,20052006,N,36,0,10,10
"Matt Roy",LAK,R,D,1995-03-01,Detroit,MI,USA,USA,73,200,2015,7,194,20182019,N,25,2,4,6
"Nicolas Roy",VGK,R,C,1997-02-05,Amos,QC,CAN,CAN,76,200,2015,4,96,20172018,N,7,0,0,0
"Michal Rozsival",--,R,D,1978-09-03,Vlasim,--,CZE,CZE,73,210,1996,4,105,19992000,N,408,14,92,106
"Chad Ruhwedel",PIT,R,D,1990-05-07,"San Diego",CA,USA,USA,71,191,--,--,--,20122013,N,129,5,14,19
"David Rundblad",--,R,D,1990-10-08,Lycksele,--,SWE,SWE,74,187,2009,1,17,20112012,N,113,4,21,25
"Mike Rupp",--,L,L,1980-01-13,Cleveland,OH,USA,USA,77,235,2000,3,76,20022003,N,275,27,19,46
"Kris Russell",EDM,L,D,1987-05-02,Caroline,AB,CAN,CAN,70,170,2005,3,67,20072008,N,658,42,154,196
"Patrick Russell",EDM,R,R,1993-01-04,Holte,--,DNK,DNK,73,203,--,--,--,20182019,N,6,0,0,0
"Ryan Russell",--,L,L,1987-05-02,Caroline,AB,CAN,CAN,70,178,2005,7,211,20112012,N,41,2,0,2
"Robbie Russo",ARI,R,D,1993-02-15,Westmont,IL,USA,USA,72,191,2011,4,95,20162017,N,19,0,0,0
"Bryan Rust",PIT,R,R,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,3,80,20142015,N,253,51,63,114
"Jan Rutta",TBL,R,D,1990-07-29,Pisek,--,CZE,CZE,74,204,--,--,--,20172018,N,94,8,20,28
"Jarkko Ruutu",--,L,L,1975-08-23,Helsinki,--,FIN,FIN,73,204,1998,3,68,19992000,N,155,15,23,38
"Tuomo Ruutu",--,L,L,1983-02-16,Vantaa,--,FIN,FIN,72,200,2001,1,9,20032004,N,411,70,103,173
"Bobby Ryan",OTT,R,R,1987-03-17,"Cherry Hill",NJ,USA,USA,74,208,2005,1,2,20072008,N,722,213,267,480
"Derek Ryan",CGY,R,C,1986-12-29,Spokane,WA,USA,USA,70,185,--,--,--,20152016,N,234,41,66,107
"Joakim Ryan",LAK,L,D,1993-06-17,Rumson,NJ,USA,USA,71,185,2012,7,198,20172018,N,106,3,16,19
"Kerby Rychel",--,L,L,1994-10-07,Torrance,CA,USA,USA,73,213,2013,1,19,20142015,N,43,3,11,14
"Michael Ryder",--,R,R,1980-03-31,Bonavista,NL,CAN,CAN,73,200,1998,8,216,20032004,N,418,111,113,224
